# Manifiesto de fichas técnicas: qué URL alimenta a qué auto de la tabla.
#
# Por qué existe: sin esto no se puede responder "¿cambió la ficha de este auto?".
# En septiembre de 2026 se intentó detectar cambios sin manifiesto y hubo tres
# falsos positivos seguidos, todos por comparar el archivo guardado contra un
# documento DISTINTO de la misma marca (el brochure de BAIC contra la ficha de
# motor1, el H6 Pro HEV contra el H6 HEV). Un hash solo sirve si se compara la
# misma URL contra sí misma.
#
# Formato: auto <TAB> archivo_local <TAB> url <TAB> sha256_verificado <TAB> fecha
# El archivo local vive en ~/Downloads/autoschinos-fichas/ (ahí llega el MCP de PDF).
#
# Para chequear cambios:
#   while IFS=$'\t' read -r auto f u h fecha; do
#     [ "${auto#\#}" != "$auto" ] && continue
#     n=$(curl -sL "$u" | shasum -a 256 | cut -d' ' -f1)
#     [ "$n" = "$h" ] && echo "igual  $auto" || echo "CAMBIÓ $auto"
#   done < fichas-fuentes.tsv
#
# ⚠️ Antes de dar por "cambiada" una ficha, confirmar que la URL es la MISMA que
# generó el hash guardado. Un salto grande de tamaño casi siempre significa que
# se está comparando otro documento, no una actualización.

Lynk & Co 08	lynkco-08-citydrive-2026-05.pdf	https://citydrive.com.ar/wp-content/uploads/2026/05/Ficha-tecnica-Lynk-Co-08.pdf	ficha-MY2026	2026-09-21

# SIN URL REGISTRADA — hay que redescubrirla antes de poder detectar cambios:
#   Poer 4WD, JAC T9, GAC S7, Kaiyi X7, Forthing U-Tour, DFSK E5,
#   Maxus eTerron, Foton Tunland V9, BJ40 Pro, BJ40 Plus (brochure BAIC)
#
# Truco que funcionó para encontrar fichas en sitios WordPress (BAIC, Arcfox,
# Jetour, citydrive, Foton): la API de medios lista TODOS los PDF, incluso los
# que no están linkeados en ninguna página —
#   /wp-json/wp/v2/media?per_page=100&mime_type=application/pdf&orderby=date&order=desc
# Es mucho más confiable que crawlear el HTML, donde además los links vienen
# JSON-escapados (https:\/\/...) y un grep href normal no los ve.


# ---------------------------------------------------------------------------
# FOTOS del encabezado. Son fotos de prensa de cada marca, embebidas en
# index.html en base64 (JPEG 220px, compuesto sobre blanco, calidad 0,62).
# Se eligieron MIRÁNDOLAS una por una: el matching por nombre de archivo trae
# logos, interiores y paisajes, y una vez casi mete fotos de BJ40 en la fila
# del Lynk 01 porque el '01' matcheaba el mes de la ruta (/2026/01/).
# Descartadas a propósito: BAIC X55 II (el archivo se llama 'X55IIPlus' y no
# se puede decidir si es el X55 II o el X55 Plus) y BAIC X35 y U5 Plus (solo
# hay banners con texto, sin foto de producto).
# auto <TAB> url_de_la_foto

Arcfox Koala S	https://arcfox.com.ar/wp-content/uploads/2026/02/Arcfox_KaolaS-11.jpg
Arcfox S5	https://arcfox.com.ar/wp-content/uploads/2026/02/Arcfox_S5-1.jpg
Arcfox T1	https://arcfox.com.ar/wp-content/uploads/2026/02/Arcfox_KaolaT1-1.png
Arcfox T5	https://arcfox.com.ar/wp-content/uploads/2026/03/Arcfox_Argentina_Menu_Miniatura_T5_web.webp
BAIC BJ30 4x2	https://baic.com.ar/wp-content/uploads/2025/01/BJ30_BAIC-Argentina-26.png
BAIC BJ30 4x4	https://baic.com.ar/wp-content/uploads/2025/01/BJ30_BAIC-Argentina-26.png
BAIC BJ40 Pro	https://baic.com.ar/wp-content/uploads/2026/03/BJ40_Pro_Miniatura_Menu.png
BAIC BJ60	https://baic.com.ar/wp-content/uploads/2026/03/BAIC_BJ60_Slide_Home_Feb26.jpg
BAIC X55 Plus	https://baic.com.ar/wp-content/uploads/2025/09/Foto-X55-Plus-Exterior-24-WEB.jpg
Jetour T2	https://jetour.com.ar/wp-content/uploads/2026/04/Mobile-Datos-T2-i-DM.jpg
Lynk & Co 01	https://citydrive.com.ar/wp-content/uploads/2026/05/axo_lynk_01_GRIS_OSCURO.webp
